ack_count,ack_ratio,arp_pkt_count,arp_present,avg_payload_size,dscp_mean,dst_port_entropy,dst_port_to_pkt_ratio,fin_count,fin_ratio,icmp_count,icmp_type_mode,ip_flags_mean,ip_frag_count,ip_len_max,ip_len_mean,ip_len_min,ip_len_std,ip_proto_mode,payload_pkt_ratio,pkt_count,pkt_len_max,pkt_len_mean,pkt_len_min,pkt_len_std,pkt_len_sum,proto_arp_ratio,proto_entropy,proto_icmp_ratio,proto_tcp_ratio,proto_udp_ratio,rst_count,rst_ratio,rst_to_syn_ratio,syn_ack_count,syn_count,syn_only_ratio,syn_ratio,tcp_dport_min,tcp_dport_mode,tcp_len_mean,tcp_len_std,tcp_win_max,tcp_win_mean,tcp_win_min,tcp_win_std,ttl_max,ttl_mean,ttl_min,ttl_std,udp_len_mean,udp_len_std,unique_connections,unique_dst_ports,unique_dst_ports_low,unique_src_ports,label
0.0,0.0,0.0,0.0,6.0,0.0,-1.4426951601859516e-10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,6.0,1.0,10.0,60.0,60.0,60.0,0.0,600.0,0.0,-1.4426951601859516e-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,80.0,80.0,6.0,0.0,512.0,512.0,512.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,10.0,1.0,1.0,10.0,SYNFlood
4.0,1.0017049724120515,0.0,0.0,128.26006522524577,-0.0007176507812125213,1.519433205639566,0.3000912041051061,0.0,0.0,3.0,8.0,44.813800322674055,0.0,196.99401214172343,103.33708568586634,39.8902135227019,51.954433684360374,1.0,0.5004296569490012,10.0,211.18663926466135,118.40212412343534,59.972331235123214,50.585737607504065,1185.708110478472,-0.0005518470747181784,1.3621629184730395,0.4992290037960583,0.3998183202470415,0.09860213810896351,0.0,0.0,0.0,0.0,0.0,0.00011731541219479084,0.0026571136359762686,22.0,22.0,25.675132532628187,51.27858707098896,198.31153769175114,38.28711812628259,-0.024741850915332174,34.92827294572056,128.07809809501657,83.36289040651063,1.1925959891266946,40.704995298284736,17.62526296364775,53.136693236643886,2.001183434167864,3.002923408875537,1.0,2.996626133395788,Normal
5.0,0.9987900637777369,0.0,0.0,127.91399751305394,-3.356723444534809e-05,0.9733895747454376,0.20043748770153422,0.0,0.0,2.0,8.0,44.732503624956834,0.0,167.99675250328355,100.40956266140653,39.8403445304483,47.290870055103014,1.0,0.601904411510264,10.0,182.07698156634982,115.64440213241642,59.99981510869936,45.868985525541824,1154.4080008456583,0.00011347670824038223,0.9988170267136933,0.5006670908925402,0.501357675486551,0.0012057020252017104,0.0,0.0,0.0,0.0,0.0,-0.00020033930240945163,0.0006945984275354375,22.0,52433.0,38.31830160568421,58.81900489858148,316.96920006699384,93.91407428898319,0.012766061549398891,111.5348009431037,128.05446897794005,96.00320602283148,64.05500679207968,31.954864270944086,0.01140783633393133,0.23975784938308586,2.0022551918752876,1.9983827769287026,1.0,2.000632617417157,Normal
0.0,0.0,0.0,0.0,2.0,0.0,3.3219280934446678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,44.0,0.0,6.0,1.0,10.0,60.0,60.0,60.0,0.0,600.0,0.0,-1.4426951601859516e-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,235.0,235.0,2.0,0.0,1024.0,1024.0,1024.0,0.0,58.0,49.9,38.0,5.7870545184921145,0.0,0.0,10.0,10.0,1.0,1.0,PortScan
0.0,0.0,0.0,0.0,6.0,0.0,-1.4426951601859516e-10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,6.0,1.0,10.0,60.0,60.0,60.0,0.0,600.0,0.0,-1.4426951601859516e-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,80.0,80.0,6.0,0.0,512.0,512.0,512.0,0.0,64.0,64.0,64.0,0.0,0.0,0.0,10.0,1.0,1.0,10.0,SYNFlood
10.0,1.0000403001765694,0.0,0.0,25.23935783917073,0.0,1.3504979462268534,0.39968478272153,0.0,0.00013725371601481587,0.0,0.0,63.97597542901355,0.0,85.353403613618,62.086705386227194,51.906601718815395,13.31079320796611,6.0,0.4019422236768312,10.0,99.01883850378371,76.09307121109106,66.04040985865576,13.367121332496001,760.6450087111293,1.097853043733184e-05,-0.0010742553160825647,0.0,1.0005087758706717,-0.0002790320936170254,0.0,0.0008804539307195634,0.009710056419678531,-0.015759666007692946,0.0,0.0019354358887230948,-0.0006592592481838429,21.0,21.0,10.128192692191124,13.421032740735077,206.36920196374953,177.15813069375085,51.690236621277144,114.67705087680451,127.75758400272109,83.3954541503871,64.13196277252749,29.46167074491447,0.07733238757240264,-0.05299661669813396,8.979134802825833,4.014196444895918,1.0,6.976415578629941,FTPBrute
9.0,0.6923076923076923,0.0,0.0,20.0,0.0,1.156779649014231,0.3,1.0,0.0769230769230769,0.0,0.0,64.0,0.0,80.0,56.4,40.0,10.031948963187563,6.0,0.2,10.0,94.0,71.0,60.0,9.17605579756357,710.0,0.0,-1.4426951601859516e-10,0.0,1.0,0.0,1.0,0.0769230769230769,0.5,1.0,2.0,0.1,0.1538461538461538,21.0,21.0,4.0,8.763560920082657,65535.0,13040.8,0.0,25925.04198183679,128.0,83.2,64.0,29.32848444771737,0.0,0.0,6.0,3.0,1.0,5.0,FTPBrute
10.0,0.9983827513133717,0.0,0.0,26.982496692160492,0.0,2.166353109800444,0.6008685669792068,0.0,-0.00011710545267897635,0.0,0.0,63.98924013362371,0.0,84.92486094544041,68.17685185930438,52.07698674094892,14.274805596405278,6.0,0.6021409197704051,10.0,98.76525775052852,82.2442126274791,66.05142579878331,14.340798711611042,822.0019560462275,2.4888426955756173e-05,0.0003833523898569563,0.0,1.0002528414247325,-0.0005724207268601564,0.0,0.00029352562401156735,-0.0024100175041038177,-0.00921523935076099,0.0,0.00011327156274527566,0.00264059277313836,21.0,21.0,16.27177937092571,14.444524954899483,391.69399290331,137.98875226783252,28.988680647222637,20.06244165233508,128.248917199207,95.98674602023134,63.99877141439523,32.00573934998212,-0.005593298419604058,-0.04513015620695795,8.967841391240688,6.022556250774854,1.0,4.988111285224212,FTPBrute
9.0,0.75,0.0,0.0,80.0,0.0,2.3219280940217453,0.6,1.0,0.0833333333333333,0.0,0.0,64.0,0.0,136.0,85.6,52.0,38.08201675331809,6.0,0.4,10.0,150.0,99.6,66.0,38.08201675331809,996.0,0.0,-1.4426951601859516e-10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1,0.1666666666666666,22.0,22.0,32.0,39.27340066762745,65535.0,13123.4,63.0,25883.801993524838,128.0,102.4,64.0,31.35346870762468,0.0,0.0,9.0,6.0,1.0,5.0,SSHBrute
0.0,0.0026594147538759687,10.0,1.0,0.10775722513008047,0.0,0.0007716805477935302,0.00015134933849488772,0.0,0.0,0.0,0.0,0.05351344391419309,0.0,-0.3211671943177446,-0.07808708874853049,0.0,0.06540714772024253,0.0,-0.0032780149762196733,10.0,60.07213982896777,60.00402889200406,60.0,0.07871974879606884,598.9595959328406,0.99989882686187,-0.0014229393767309804,0.0,0.0015803432416177927,-0.00013452179539854046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1042159767602137,-0.05435779087936991,-0.8075876508569269,0.1394128468292223,0.0,0.08329323753352116,0.1806656172886284,-0.013883186340040762,0.0,0.10975412344446138,-0.010221123703594428,-0.04488183607344912,0.005871290899476979,0.001078998558592902,0.0,-0.00014170376357152583,ARPSpoof
